제목,링크,내용
맛있는 <b>커피</b>를 집에서 내리는 책 (おいしい??を自宅で淹れる本),http://book.naver.com/bookdb/book_detail.php?bid=16339193,카페에서마시던맛있는커피를집에서도내릴수있다면카페비즈니스와커피레시피를기획하면서쌓은커피에대한노하우를담았다원두를고르고로스팅하고분쇄하고갖가지방법으로추출하는방법을통해보다맛있는커피를즐길수있고핫커피아이스커피에스프레소를기반으로한다양한
<b>커피</b>바리스타 이론서,http://book.naver.com/bookdb/book_detail.php?bid=20633711,이책은커피바리스타이론에대해다룬도서입니다커피바리스타이론에대한기초적이고전반적인내용을확인할수있도록구성했습니다
<b>커피</b>용어사전 (Dictionary of coffee terms),http://book.naver.com/bookdb/book_detail.php?bid=12743613,커피용어사전는이러한현실에답답함을느꼈을커피인들의갈증을조금이나마해소하기위해국내최초의커피전문지월간가년창간이후년간축적해온기사콘텐츠를바탕으로천백여개의커피용어를정리한것이다이책은지금으로부터년전인년월출간한
<b>커피</b>집,http://book.naver.com/bookdb/book_detail.php?bid=15053774,우리나라커피마니아들도다안다블루보틀이라는프렌차이즈카페덕에지금우리나라에서도핫하게떠오른자가배전융드립커피의두거장다이보가쓰지와모리미츠무네오선생을두고하는말이다다이보씨는도쿄오모테산도다이보커피점에서모리미츠씨는후쿠오카커피비미에서
스타벅스 <b>커피</b>코리아 인적성 및 실전모의고사(2020)(개정판) (매장관리직 대졸 공채 대비),http://book.naver.com/bookdb/book_detail.php?bid=16328801,스타벅스커피코리아소개및채용안내를수록하고영역별핵심이론을정리하였으며실전모의고사회문제해설와인성검사및면접기출을수록하였다
<b>커피</b> 바이블 (바리스타 기본서),http://book.naver.com/bookdb/book_detail.php?bid=15916731,
스페셜티 <b>커피</b> 테이스팅 (Specialty Coffe tasting,세계적인 <b>커피</b> 장인 호리구치의 커핑 노트,'무엇이 가장 맛있는 <b>커피</b>인가?' 에 답하기 위한 탐미의 시간),http://book.naver.com/bookdb/book_detail.php?bid=8821336,스페셜티커피에대한단하나의전문서스페셜티커피테이스팅이책은저자호리구치가수많은커피를커핑하며찾아낸스페셜티커피향미에관한거의모든이야기에가깝다그중에서도가장주목한것은많은커피전문가들이동의하는대로커피향미에정도의
<b>커피</b>와 건강에 관한 모든 것,http://book.naver.com/bookdb/book_detail.php?bid=20653456,세계평균의배하루인당잔한국인에게커피는마시는김치다커피공화국이라불릴만큼커피에진심인나라에서맛도즐기고건강도챙기는최고의커피사랑법우리나라국민은평균잔의커피를섭취한다일상생활에서떼려야뗄수없는국민음료가된지오래다그만큼커피에대한
<b>커피</b>의 역사 (세계의 경제를 뒤흔드는 물질의 일대기, 완역본),http://book.naver.com/bookdb/book_detail.php?bid=7325764,커피의역사와영향을이해하는참고서커피의역사이책은커피의발견에서부터커피를생활의일부로수용하기까지의과정이드라마틱하게전개되고커피가음료의기능을뛰어넘어문화로정착하며현대사회의사고와감정을규정하기에까지이른과정을소개한다
<b>커피</b>&바닐라 6,http://book.naver.com/bookdb/book_detail.php?bid=15622524,후카미와동거생활을시작하게된리사처음겪는일투성이라매일두근두근하지만한걸음씩서로에게가까워지는두사람그러던중중학교동창회에참석한리사는첫사랑이었던마츠시마와재회서로좋아했다는사실을안마츠시마의맹렬한어택에당황하는리사그런리사앞에
<b>커피</b>레시피,http://book.naver.com/bookdb/book_detail.php?bid=20649158,나만의카페커피레시피이책은개의커피레시피를따라만들어볼수있는책이다프랜차이즈메뉴개발팀에서의노하우를바탕으로최신카페트렌드를반영하여카페에꼭필요한메뉴들을엄선하고수차례의테스트를거쳐만든레시피로완성도를높힌책이다
<b>커피</b>앤티 Coffee & Tea 2021.4,http://book.naver.com/bookdb/book_detail.php?bid=18831825,커피와차문화를다루는잡지이다커피의종류및로스팅등다양한자료와함께차의종류와시음방법등에대해다루고있다
기쎈 스타벅스 <b>커피</b>코리아 인적성 및 직무능력검사 실전모의고사 (2018년 하반기 시험대비),http://book.naver.com/bookdb/book_detail.php?bid=14030237,스타벅스코리아매장관리직온라인필기전형완벽대비수록과목언어능력수리및추리능력인성검사면접필수적으로숙지해야할이론을정리실전감각향상을위해기출유형을반영한실전모의고사회수록인성검사및면접으로최종합격대비
스페셜티 <b>커피</b> 감별법 (SCAA 커핑 가이드 <b>커피</b> 커퍼를 위한 핸드북),http://book.naver.com/bookdb/book_detail.php?bid=11283581,커피풍미의줄기를이해하는데있어서의장애의일부는그복잡성에서비롯된다개이상의유기질과무기질의화학성분이극소량으로있어어느하나를커피풍미의주요요소로간주할수없다커피풍미에대한이해는사람의입속이복수의감각에반응하는복잡한방법때문에더꼬여버린다문제의
<b>커피</b>,http://book.naver.com/bookdb/book_detail.php?bid=4307029,삶을풍요롭게하는다양한생활문화의소개를담은빛깔있는책들권커피이책에서는커피란무엇이며나라별커피맛은어떻게다른지커피의향기를통한옛추억과인생의순간에있는커피에관하여이야기한다커피는커피가게를운영하는저자가들려주는커피이야기를담은것으로
스페셜티 <b>커피</b>,http://book.naver.com/bookdb/book_detail.php?bid=13205980,현재의커피산업이슈에대한담론집스페셜티커피에는저자겸대표편집자인네슬레의브리타폴머를비롯한인의글이담겨있다스페셜티커피가유통망을따라관련을맺는모든학문내용수확과수확후처리로스팅분쇄추출물크레마디카페인관능검사와커핑과같이커피를
<b>커피</b> 상식사전,http://book.naver.com/bookdb/book_detail.php?bid=11270693,책의시작은세기경에티오피아에서커피가처음등장한때부터다이후커피가유럽의정치경제문화에뿌리내리고아프리카대륙을건너우리의시간과공간을넘나드는흥미로운이야기들은커피가이토록인류에지대한영향을끼쳤는지놀라움과신기함을선사한다또한역사적설명에꼭맞는
<b>커피</b>앤티 Coffee & Tea 2021.2,http://book.naver.com/bookdb/book_detail.php?bid=17905366,커피앤티는커피와차문화를다루는잡지이다커피의종류및로스팅등다양한자료와함께차의종류와시음방법등에대해다루고있다
<b>커피</b> Coffee 2020.9 (Vol.225),http://book.naver.com/bookdb/book_detail.php?bid=16626734,월간커피는커피전문잡지로커피에대한정보를소개하는것에그치지않고전반적인커피시장에대해다루고있으며성공적인운영노하우등을공유한다
<b>커피</b> 제조 마스터 (이론정리 + 모의고사),http://book.naver.com/bookdb/book_detail.php?bid=18990739,바리스타자격검정급급시험대비이론정리모의고사본서는원두와에스프레소추출우유스티밍등전반적인바리스타의기초직능분야를다루는커피학을살펴보고이후커피머신과그라인더에대한이해를더한후매장관리와서비스제공자로서바리스타가갖춰야할자세와필수
<b>커피</b>스터디 플러스,http://book.naver.com/bookdb/book_detail.php?bid=15518473,세상은아는만큼보이고커피는아는만큼맛있다한권으로마스터하는커피기본기커피종합서의새로운기준커피분야스테디셀러이자커피전문출판사아이비라인의대표서적인커피스터디가커피스터디플러스라는이름으로재탄생했다바리스타자격증의인기와함께커피교육이
국제 <b>커피</b> 교과서 (제3판),http://book.naver.com/bookdb/book_detail.php?bid=16429442,
<b>커피</b> 스페이스 Coffee Space 2021.7/8,http://book.naver.com/bookdb/book_detail.php?bid=20701405,커피전문잡지커피스페이스커피에대한정보를소개하는것에그치지않고전반적인커피시장에대해다루고있으며성공적인운영노하우등을공유한다
<b>커피</b>는 과학이다 (맛있는 <b>커피</b>를 위해 우리가 꼭 알아야 할 것들),http://book.naver.com/bookdb/book_detail.php?bid=6882754,커피는과학이다는일본커피검정위원회커피감정사강사인이시와키토모히로가맛있는커피를위해꼭알아야할것들을정리한책이다전문가에서아마추어까지많은애호가들이읽을수있도록폭넓은내용을쉬운말과형식으로수록하였다본문은커피콩커피나무커피열매등에관한기초
<b>커피</b>앤티 Coffee & Tea 2021.3,http://book.naver.com/bookdb/book_detail.php?bid=18033368,커피앤티는커피와차문화를다루는잡지다커피의종류및로스팅등다양한자료와함께차의종류와시음방법등에대해다루고있다
<b>커피</b>앤티 Coffee & Tea 2020.12,http://book.naver.com/bookdb/book_detail.php?bid=17526718,커피앤티는커피와차문화를다루는잡지로서커피의종류및로스팅등다양한자료와함께차의종류와시음방법등에대해다루고있다
<b>커피</b>밭 사람들 (라틴아메리카 <b>커피</b>노동자, 그들 삶의 기록),http://book.naver.com/bookdb/book_detail.php?bid=6690297,커피밭사람들은지리학자인저자가지역연구를위해간라틴아메리카의코스타리카에서만나고년여를함께생활했던커피열매따는사람들의이야기이다커피한잔값에도못미치는일당을받으며일하는사람들의희로애락에대한시선이담담한문체와어우러지며감동을준다
<b>커피</b> COFFEE 2016.10,http://book.naver.com/bookdb/book_detail.php?bid=11124408,커피전문잡지로커피에대한정보를소개하는것에그치지않고전반적인커피시장에대해다루고있으며성공적인운영노하우등을공유한다
<b>커피</b> 라떼아트 테크닉 (바리스타의 시크릿 노하우),http://book.naver.com/bookdb/book_detail.php?bid=11595827,커피라떼아트테크닉은라떼아트의테크닉을익히는실습서로라떼아트를연습하게될때무조건붓는방법을선택하거나동영상을보면서우유손실은고려하지않고무한반복으로연습하는오류를범하지않도록하기위해세부적인내용을일러스트와사진으로자세하고현실감있게소개하고있다
